ProductID;ProductName;Price;CategoryID;Class;ModifyDate;Resistant;IsAllergic;VitalityDays
353;Milk Powder;181,191;8;Medium;16:20.7;Weak;True;80
354;Crackers Cheez It;66,975;7;Medium;14:18.3;NULL;False;NULL
355;Olives - Stuffed;591,687;5;Low;12:24.5;Durable;False;12
356;Dc - Frozen Momji;171,274;6;High;26:12.7;Durable;NULL;NULL
357;Tilapia - Fillets;68,332;2;Medium;14:44.5;Durable;False;NULL
358;Cheese - Boursin, Garlic / Herbs;847,111;9;Medium;14:14.5;NULL;True;NULL
359;Rice - Long Grain;690,327;11;High;13:59.7;Durable;True;96
360;Wine - Hardys Bankside Shiraz;522,407;10;Medium;14:30.5;Durable;True;89
361;Coffee Decaf Colombian;364,516;2;Medium;54:23.0;Weak;True;71
362;Cumin - Whole;533,476;7;Medium;36:19.6;Durable;NULL;NULL
363;Cornflakes;487,712;11;High;29:29.1;NULL;True;NULL
364;Cattail Hearts;88,429;1;High;48:18.1;NULL;NULL;NULL
365;Wine - Red, Harrow Estates, Cab;126,274;7;Medium;59:06.3;Weak;True;95
366;Tahini Paste;804,483;4;High;24:49.5;NULL;False;NULL
367;Bread - Italian Corn Meal Poly;638,281;5;Medium;26:58.7;NULL;True;65
368;Flour - Teff;182,978;4;Low;54:38.7;NULL;False;NULL
369;Rambutan;871,785;5;Medium;10:23.3;NULL;True;10
370;Muffin - Carrot Individual Wrap;218,806;4;Low;16:34.1;Weak;True;NULL
371;Creme De Banane - Marie;824,022;8;High;20:56.9;Durable;NULL;NULL
372;Wine - Two Oceans Cabernet;62,824;3;Low;32:24.6;NULL;True;NULL
373;Beef - Montreal Smoked Brisket;548,719;9;Medium;32:33.2;Durable;False;NULL
374;Jagermeister;493,846;5;Low;28:06.9;Durable;False;NULL
375;Snapple Lemon Tea;831,755;8;High;13:39.0;NULL;True;80
376;Pasta - Angel Hair;408,126;11;High;15:02.6;Durable;True;51
377;Wine - Red, Cooking;750,785;1;Medium;59:21.1;Durable;False;7
378;Bread Foccacia Whole;907,877;9;High;20:22.7;Durable;False;NULL
379;Smoked Paprika;893,046;7;High;49:09.9;NULL;False;81
380;Wine - White Cab Sauv.on;859,743;4;High;38:33.8;NULL;True;NULL
381;Vaccum Bag 10x13;442,337;1;High;26:53.6;NULL;NULL;41
382;Soup - Campbells Bean Medley;517,754;4;Medium;07:38.9;Weak;NULL;NULL
383;Cake - Box Window 10x10x2.5;99,694;2;High;34:54.7;Weak;NULL;NULL
384;Fond - Neutral;565,197;10;High;30:51.4;NULL;True;105
385;Pork - Back, Short Cut, Boneless;227,091;10;High;19:04.9;Durable;False;97
386;Sprouts - Baby Pea Tendrils;427,112;10;Medium;52:13.1;Weak;False;NULL
387;Fondant - Icing;416,386;9;High;30:39.4;Durable;False;100
388;Table Cloth 120 Round White;135,389;1;Medium;10:47.3;Durable;True;NULL
389;Pomello;624,447;3;Medium;55:26.4;NULL;NULL;103
390;Seedlings - Mix, Organic;12,956;3;Low;33:12.3;NULL;False;NULL
391;Bread - Bistro White;650,908;1;Medium;01:03.0;NULL;True;72
392;Puree - Passion Fruit;988,263;5;High;36:38.8;NULL;True;33
393;Olive - Spread Tapenade;599,572;1;Low;08:26.3;NULL;NULL;NULL
394;Rum - Mount Gay Eclipes;501,484;3;High;59:22.3;Durable;True;76
395;Juice - Lime;917,833;1;Low;46:44.7;Weak;True;NULL
396;Tea - Jasmin Green;369,165;6;High;53:03.6;Durable;False;NULL
397;Juice - Happy Planet;208,169;1;Medium;38:20.5;Weak;False;70
398;Wine - Wyndham Estate Bin 777;423,632;11;High;15:31.1;Weak;True;67
399;Berry Brulee;509,114;6;Medium;33:15.7;NULL;True;NULL
400;Carbonated Water - Blackcherry;181,495;1;High;41:44.3;Durable;True;NULL
401;Tart Shells - Sweet, 4;533,634;8;High;23:08.8;NULL;NULL;51
402;Butter - Unsalted;763,275;5;High;40:10.2;Durable;NULL;6
403;Liners - Baking Cups;681,898;5;Medium;56:26.6;NULL;NULL;NULL
404;Pants Custom Dry Clean;65,028;1;Medium;21:02.3;Durable;False;NULL
405;Pastry - Raisin Muffin - Mini;0,4278;11;Medium;12:00.5;Durable;True;NULL
406;Shrimp - Baby, Warm Water;897,999;9;High;16:48.7;Durable;False;NULL
407;Pepsi - Diet, 355 Ml;697,674;7;High;09:22.8;Weak;False;NULL
408;Blueberries;687,346;4;Low;48:13.7;NULL;False;NULL
409;Skirt - 29 Foot;23,522;11;Medium;00:39.3;Durable;NULL;NULL
410;Fenngreek Seed;18,356;6;Low;57:21.9;NULL;NULL;91
411;Durian Fruit;420,489;6;Low;26:51.6;NULL;True;NULL
412;Lettuce - California Mix;160,456;5;High;54:21.8;Weak;True;NULL
413;Ice Cream Bar - Oreo Cone;954,065;3;High;25:04.6;Durable;False;5
414;Sauerkraut;830,585;7;Low;35:25.8;Durable;NULL;87
415;Mussels - Frozen;80,069;10;High;47:36.9;Durable;False;NULL
416;Baking Powder;846,763;10;Low;46:44.1;Weak;True;NULL
417;Lamb - Pieces, Diced;433,781;5;Medium;01:24.9;NULL;NULL;12
418;Truffle Cups - Brown;922,516;2;Low;58:37.6;NULL;True;NULL
419;Pork - Belly Fresh;861,338;3;Low;29:13.2;Weak;True;8
420;Whmis - Spray Bottle Trigger;699,163;9;High;06:53.2;Weak;True;NULL
421;Soup V8 Roasted Red Pepper;388,096;6;High;54:10.2;Durable;False;NULL
422;Garlic - Primerba, Paste;502,892;5;High;16:11.4;Weak;NULL;60
423;Fish - Scallops, Cold Smoked;558,531;2;Medium;59:12.3;NULL;NULL;35
424;Vinegar - Tarragon;858,828;3;Medium;37:11.0;NULL;False;NULL
425;Wine - Redchard Merritt;567,898;4;Medium;15:31.2;Weak;NULL;NULL
426;Scallops - Live In Shell;835,759;3;Low;44:18.0;NULL;NULL;NULL
427;Wine - Vineland Estate Semi - Dry;463,252;3;High;23:58.3;Durable;False;NULL
428;Wine - Ruffino Chianti;47,235;7;Medium;33:10.9;NULL;True;48
429;Beef - Short Loin;576,013;4;High;41:22.2;Weak;False;NULL
430;Milk - 1%;462,589;2;Low;20:35.3;Durable;False;84
431;Muffin Chocolate Individual Wrap;199,957;10;Medium;36:42.1;Weak;False;89
432;Beer - Original Organic Lager;327,153;2;High;43:50.0;NULL;False;44
433;Beans - Kidney, Red Dry;398,762;3;Low;47:07.0;Durable;False;11
434;Cookie - Dough Variety;711,551;7;Low;07:25.5;Weak;True;NULL
435;Salsify, Organic;326,109;8;High;15:25.0;Durable;True;NULL
436;Table Cloth 81x81 White;679,063;7;High;46:43.4;NULL;False;25
437;Chips Potato All Dressed - 43g;835,856;10;High;11:12.2;Durable;NULL;NULL
438;Juice - Orange;449,415;2;Low;13:52.4;Durable;NULL;NULL
439;Beef - Chuck, Boneless;560,919;11;Medium;18:51.0;NULL;False;108
440;Pork - Inside;329,092;1;Low;02:16.2;NULL;NULL;NULL
441;Blackberries;729,439;3;Medium;42:50.3;Weak;NULL;NULL
442;Wine - Ej Gallo Sierra Valley;729,041;6;Medium;42:25.6;NULL;NULL;106
443;Lettuce - Spring Mix;900,169;2;Low;10:08.0;NULL;False;79
444;Cheese - Cambozola;440,886;8;Low;58:04.5;Durable;NULL;56
445;Pastry - Choclate Baked;592,467;8;High;06:20.6;Weak;NULL;76
446;Sunflower Seed Raw;490,452;7;High;06:41.1;NULL;NULL;18
447;Salmon - Atlantic, Skin On;34,198;3;High;11:34.2;NULL;True;NULL
448;Gatorade - Xfactor Berry;768,988;5;Low;33:00.5;NULL;False;NULL
449;Nantuket Peach Orange;421,414;4;Low;11:45.4;NULL;False;NULL
450;Wine - Vidal Icewine Magnotta;7,107;3;Low;00:00.6;NULL;NULL;NULL
451;Soup - Campbells Tomato Ravioli;935,384;1;Low;51:38.8;Durable;False;NULL
452;Napkin White - Starched;285,653;11;Low;39:42.9;Durable;NULL;NULL
